ax,ay,az,gx,gy,gz,Altitude,Activity
-6.72,-3.70,8.23,-0.03,-0.04,0.01,-40.05,Normal
-5.44,-3.94,8.20,-0.29,-0.05,-0.02,-39.89,Normal
-6.53,-4.57,8.11,-0.10,0.30,-0.03,-39.97,Normal
-6.40,-4.16,8.03,-0.22,0.07,-0.01,-39.72,Normal
-6.59,-4.46,7.94,-0.13,0.20,-0.03,-39.80,Normal
-6.61,-4.41,7.90,-0.21,0.05,-0.05,-39.55,Normal
-6.61,-4.41,7.92,-0.20,0.12,-0.04,-39.64,Normal
-6.73,-4.66,7.62,-0.18,0.16,-0.02,-39.48,Normal
-6.82,-4.52,7.50,-0.19,0.09,-0.02,-39.89,Normal
-6.95,-4.42,7.53,-0.18,0.06,-0.02,-39.80,Normal
-6.89,-4.39,7.28,-0.16,0.13,-0.02,-39.72,Normal
-6.66,-4.44,7.07,-0.21,0.02,-0.02,-39.48,Normal
-6.82,-4.68,7.30,-0.14,-0.01,-0.02,-39.64,Normal
-7.04,-4.57,7-6.92,-4.65,7.47,-0.10,-0.02,-0.00,-39.64,Normal
-6.88,-4.51,7.31,-0.13,-0.04,-0.02,-39.55,Normal
-6.87,-4.59,7.52,-0.15,-0.05,-0.02,-39.55,Normal
-6.85,-4.53,7.60,-0.09,-0.05,-0.01,-39.55,Normal
-6.85,-4.53,7.45,-0.13,-0.06,-0.01,-39.64,Normal
-6.84,-4.51,7.35,-0.12,-0.04,-0.00,-39.80,Normal
-6.92,-4.45,7.41,-0.12,-0.06,-0.02,-39.55,Normal
-6.87,-4.46,7.52,-0.10,-0.04,-0.02,-40.14,Normal
-6.97,-4.77,7.47,-0.14,-0.07,-0.02,-39.89,Normal
-6.93,-4.48,7.35,-0.10,-0.03,-0.01,-40.88,Normal
-6.90,-4.46,7.49,-0.11,-0.05,-0.02,-39.55,Normal
-6.93,-4.41,7.46,-0.12,-0.04,-0.07,-39.48,Normal
-7.00,-4.54,7.53,-0.15,-0.13,-0.11,-39.97,Normal
-6.60,-4.65,7.62,-0.13,-0.11,-0.14,-39.64,Normal
-6.90,-4.71,7.42,-0.04,-0.00,-0.13,-39.97,Normal
-6.57,-4.87,7.51,-0.11,-0.11,-0.07,-40.05,Normal
-6.53,-4.59,7.45,-0.08,0.14,-0.03,-39.64,Normal
-6.90,-4.75,7.26,-0.13,0.07,0.01,-39.48,Normal
-6.72,-4.64,7.25,-0.14,0.01,-0.00,-39.55,Normal
-6.77,-4.63,7.38,-0.07,-0.08,0.00,-39.39,Normal
-6.99,-4.43,7.49,-0.12,-0.08,-0.04,-39.55,Normal
-6.73,-4.72,7.63,-0.13,-0.13,-0.02,-39.64,Normal
-7.09,-4.33,7.28,-0.37,-0.75,-0.10,-39.55,Normal
-5.70,-5.49,8.44,-0.37,-0.35,-0.04,-39.31,Normal
-6.84,-4.26,7.52,0.19,0.40,-0.01,-39.72,Normal
-6.45,-4.97,7.76,-0.27,-0.33,-0.03,-39.55,Normal
-6.61,-4.66,7.64,0.00,0.17,-0.02,-40.22,Normal
-6.78,-4.73,7.81,0.17,-0.42,-0.08,-40.22,Normal
-5.95,-4.75,8.21,-0.02,0.15,-0.02,-39.80,Normal
-6.78,-4.18,6.69,-0.12,-0.60,-0.06,-40.47,Normal
-6.40,-5.40,8.11,-0.01,-0.71,-0.16,-40.30,Normal
-5.67,-4.25,8.37,-0.02,-1.14,-0.11,-40.47,Normal
-5.61,-4.74,8.93,0.08,-0.15,-0.07,-40.72,Normal
-5.63,-4.37,8.67,-0.03,-0.22,-0.07,-39.48,Normal
-5.33,-4.86,9.07,-0.13,-0.12,-0.04,-39.80,Normal
-5.53,-4.65,8.79,0.02,-0.34,-0.10,-39.64,Normal
-5.25,-4.77,9.22,-0.12,-0.10,-0.05,-40.05,Normal
-5.43,-4.51,8.80,0.04,-0.35,-0.13,-40.22,Normal
-5.11,-4.58,9.25,-0.08,-0.25,-0.09,-40.38,Normal
-5.41,-4.43,9.28,-0.07,-0.18,-0.05,-39.64,Normal
-4.91,-4.65,9.27,-0.19,-0.10,-0.04,-40.30,Normal
-4.71,-4.76,9.39,-0.14,0.11,0.03,-39.97,Normal
-6.04,-4.70,9.24,-0.34,0.32,0.07,-39.97,Normal
-4.84,-5.23,8.87,-0.28,0.18,0.06,-39.55,Normal
-5.71,-4.49,7.97,-0.22,-0.02,0.01,-40.22,Normal
-5.35,-4.80,9.38,-0.06,0.07,-0.02,-40.22,Normal
-5.34,-4.62,8.66,-0.02,0.15,-0.01,-40.14,Normal
-5.38,-4.89,8.47,-0.09,0.04,-0.04,-40.14,Normal
-5.36,-4.46,8.86,0.07,0.12,-0.03,-40.14,Normal
-5.55,-4.47,8.94,-0.04,0.08,-0.02,-39.48,Normal
-5.42,-3.40,8.53,0.08,-0.32,-0.19,-40.22,Normal
