ax,ay,az,gx,gy,gz,Altitude,Activity
3.17,1.90,11.22,0.19,-0.09,-0.09,-40.30,Normal
3.03,1.98,11.44,0.10,-0.14,-0.09,-40.22,Normal
3.24,2.05,11.39,0.16,0.03,-0.08,-40.72,Normal
2.70,2.15,11.65,-0.02,-0.03,-0.04,-40.22,Normal
3.12,2.39,11.46,-0.10,-0.02,-0.02,-40.55,Normal
3.22,2.24,11.43,-0.09,-0.05,-0.03,-40.38,Normal
3.49,2.26,11.41,-0.13,0.16,0.04,-40.38,Normal
2.30,2.38,11.56,-0.45,0.02,0.06,-40.55,Normal
2.95,2.01,11.25,-0.15,-0.03,-0.00,-40.55,Normal
2.83,2.26,11.51,-0.07,-0.09,-0.03,-40.55,Normal
3.05,2.10,11.46,-0.05,0.00,-0.01,-40.30,Normal
3.04,2.60,11.49,-0.01,0.02,0.02,-40.55,Normal
3.12,2.45,11.24,-0.03,0.08,0.04,-40.47,Normal
2.85,1.83,11.74,-0.04,-0.05,0.02,-40.22,Normal
2.22,2.63,11.74,0.12,-0.02,0.02,-40.05,Normal
