ax,ay,az,gx,gy,gz,Altitude,Activity
1.02,-9.03,-1.03,-0.53,-0.27,0.07,-38.73,Normal
0.91,-8.86,-1.11,-0.56,-0.28,0.09,-39.48,Normal
0.81,-8.79,-1.20,-0.64,-0.28,0.15,-39.14,Normal
0.65,-8.67,-1.44,-0.65,-0.31,0.16,-39.14,Normal
0.56,-8.60,-1.61,-0.67,-0.25,0.16,-39.23,Normal
0.19,-8.28,-1.65,-0.65,-0.19,0.18,-39.23,Normal
0.13,-8.42,-1.81,-0.62,-0.27,0.15,-39.39,Normal
-0.08,-7.80,-1.45,-0.60,-0.20,0.15,-39.55,Normal
0.19,-7.68,-0.64,-0.38,-0.37,0.04,-39.48,Normal
-0.35,-6.85,-1.77,-0.61,-0.27,-0.00,-39.64,Normal
-1.09,-6.62,-2.56,-0.60,-0.42,-0.18,-39.64,Normal
-0.96,-7.88,-3.02,-1.29,-1.18,-0.29,-39.72,Normal
0.11,-9.40,-5.39,-0.58,-1.22,-0.16,-39.31,Normal
2.47,-11.77,-10.73,-1.01,0.66,0.08,-39.23,Normal
-1.82,-9.18,-6.63,-0.13,0.20,-0.30,-39.23,Normal
-0.71,-5.69,-5.91,-0.49,-0.55,-0.07,-39.23,Normal
-1.25,-8.63,-5.52,-0.63,-0.36,-0.12,-38.73,Normal
-0.11,-5.71,-4.41,0.01,0.08,-0.30,-39.31,Normal
-1.19,-6.72,-5.07,-0.38,-0.34,-0.32,-39.31,Normal
-1.20,-6.85,-4.37,-0.10,-0.48,-0.33,-39.31,Normal
-1.25,-7.13,-4.73,-0.20,-0.26,-0.31,-39.31,Normal
-0.40,-6.91,-4.57,-0.15,-0.34,-0.33,-39.48,Normal
-0.82,-7.40,-4.68,-0.07,-0.30,-0.33,-38.97,Normal
-0.51,-6.88,-4.21,-0.14,-0.29,-0.29,-38.97,Normal
-0.68,-7.31,-4.47,-0.12,-0.44,-0.37,-39.72,Normal
0.59,-7.06,-4.00,-0.07,-0.32,-0.41,-39.39,Normal
-0.18,-6.86,-3.77,0.18,-0.23,-0.38,-39.80,Normal
-1.80,-6.79,-4.34,0.09,-0.92,-0.48,-39.39,Normal
1.14,-6.84,-4.18,0.06,-1.08,-0.52,-39.39,Normal
0.03,-6.11,-2.61,0.37,-1.11,-0.54,-39.72,Normal
-0.51,-5.96,-2.35,0.43,-1.72,-0.61,-39.80,Normal
-0.16,-4.92,-2.02,0.62,-1.96,-0.70,-39.48,Normal
-2.02,-5.56,-1.08,1.02,-2.27,-0.53,-39.23,Normal
-0.84,-4.41,-1.81,0.83,-3.23,0.06,-39.23,Normal
0.59,-3.83,-3.84,0.38,-4.37,0.79,-39.72,Normal
-65.39,-63.29,-45.62,1.71,-4.37,4.37,-39.31,Normal
7.79,-9.75,-0.04,-4.37,0.06,4.37,-39.55,Normal
2.57,-28.48,9.11,-0.29,-0.35,-0.56,-39.55,Normal
-8.92,-4.21,-1.07,3.16,4.37,-1.78,-39.72,Normal
-18.45,-14.93,-11.81,1.68,-4.29,-0.52,-39.64,Normal
-6.66,-27.83,12.85,2.92,-4.37,0.72,-40.30,Normal
2.08,-3.36,-0.13,4.37,-4.37,-0.11,-40.22,Normal
-2.22,5.13,1.67,4.37,-3.14,-0.79,-39.80,Normal
4.48,3.98,16.11,2.93,-4.37,3.32,-39.23,Normal
5.64,4.10,-8.40,-4.37,-1.51,4.37,-39.72,Normal
9.62,27.19,15.79,3.87,-0.38,-1.28,-39.80,Normal
14.71,-2.75,12.15,-3.49,-2.63,0.37,-40.05,Normal
5.53,5.55,7.64,-0.08,-0.94,-0.22,-40.05,Normal
10.55,1.58,6.36,-0.14,-0.32,0.25,-40.22,Normal
8.36,0.02,7.03,0.07,0.35,-0.04,-39.97,Normal
8.15,2.09,9.41,0.12,0.94,-0.21,-39.80,Normal
6.60,-0.15,10.43,0.00,1.07,-0.11,-39.39,Normal
2.75,1.44,11.86,-0.02,0.90,-0.36,-40.30,Normal
5.99,-0.36,10.75,-0.54,0.28,-0.55,-39.89,Normal
4.07,-0.12,11.65,0.14,0.68,-0.61,-39.97,Normal
2.69,0.01,11.33,0.03,0.36,-0.48,-40.05,Normal
2.69,1.51,12.36,-0.03,0.08,-0.26,-39.80,Normal
2.54,2.05,11.84,-0.07,-0.02,-0.07,-39.80,Normal
3.78,1.84,11.04,-0.10,-0.13,0.03,-39.89,Normal
4.30,2.04,10.95,-0.14,-0.22,0.15,-39.97,Normal
5.06,1.51,10.77,-0.12,-0.25,0.19,-39.97,Normal
5.19,1.51,10.70,-0.04,-0.13,0.20,-40.30,Normal
5.11,1.47,11.04,-0.10,-0.08,0.14,-39.97,Normal
4.47,1.21,11.13,-0.03,0.02,0.05,-40.38,Normal
4.53,1.69,10.92,-0.05,-0.05,0.04,-39.89,Normal
4.88,2.02,11.03,-0.16,-0.08,-0.01,-39.80,Normal
5.15,1.91,10.74,-0.15,0.03,-0.08,-39.64,Normal
5.03,1.63,10.89,-0.19,0.06,-0.12,-39.97,Normal
4.64,1.41,11.09,-0.16,0.09,-0.14,-39.72,Normal
4.18,1.32,11.31,-0.17,0.03,-0.09,-39.72,Normal
4.08,1.41,11.24,-0.12,0.04,-0.04,-39.72,Normal
4.06,1.41,11.31,-0.11,-0.02,0.00,-39.97,Normal
4.38,1.52,11.13,-0.10,-0.05,0.03,-39.72,Normal
4.57,1.47,11.06,-0.07,-0.04,0.03,-39.89,Normal
4.55,1.64,10.97,-0.08,-0.03,0.03,-40.38,Normal
4.58,1.56,10.98,-0.11,-0.01,0.02,-39.64,Normal
4.44,1.63,11.00,-0.16,-0.01,0.00,-39.80,Normal
4.63,1.45,11.02,-0.08,0.03,-0.04,-39.89,Normal
4.39,1.71,11.16,-0.04,0.05,-0.05,-39.89,Normal
4.35,1.71,11.00,-0.04,0.03,-0.04,-39.72,Normal
4.24,1.58,11.22,-0.10,-0.02,-0.01,-40.14,Normal
4.25,1.59,11.17,-0.12,-0.03,0.00,-40.05,Normal
4.45,1.42,11.05,-0.09,-0.03,0.00,-39.64,Normal
4.42,1.66,11.12,-0.11,-0.07,0.00,-40.22,Normal
4.34,1.75,11.02,-0.12,-0.05,-0.00,-40.05,Normal
4.20,1.51,11.51,-0.10,-0.02,-0.01,-39.97,Normal
4.22,1.54,11.12,-0.16,-0.04,-0.01,-40.30,Normal
4.41,1.62,10.99,-0.14,-0.02,-0.03,-40.05,Normal
4.35,1.77,11.11,-0.13,-0.03,-0.02,-39.80,Normal
4.29,1.74,11.12,-0.13,-0.05,-0.01,-39.97,Normal
4.43,1.77,11.13,-0.12,-0.04,-0.00,-39.89,Normal
4.27,1.65,11.15,-0.14,-0.06,-0.01,-39.55,Normal
4.29,1.76,11.08,-0.07,-0.01,-0.02,-39.97,Normal
4.37,1.53,11.07,-0.10,-0.01,-0.03,-39.80,Normal
4.36,1.63,11.11,-0.15,-0.05,-0.01,-40.05,Normal
4.41,1.87,10.84,-0.12,-0.03,-0.02,-39.89,Normal
4.27,1.74,10.73,-0.11,-0.01,-0.02,-39.64,Normal
4.48,1.56,11.06,-0.10,-0.01,-0.03,-40.22,Normal
4.32,1.63,11.11,-0.11,-0.03,-0.01,-40.05,Normal
4.30,1.61,11.08,-0.12,-0.04,-0.02,-40.14,Normal
4.48,1.45,10.90,-0.16,-0.04,-0.01,-40.30,Normal
4.46,1.65,11.11,-0.17,-0.05,-0.01,-40.30,Normal
4.34,1.65,11.06,-0.09,-0.03,-0.03,-40.30,Normal
4.19,1.75,11.09,-0.12,-0.04,-0.02,-40.14,Normal
4.33,1.57,11.12,-0.11,-0.03,-0.02,-39.64,Normal
4.39,1.71,11.11,-0.12,-0.04,-0.01,-40.38,Normal
4.33,1.70,11.06,-0.11,-0.04,-0.02,-39.80,Normal
4.58,1.60,11.06,-0.09,-0.04,-0.02,-40.05,Normal
4.38,1.52,11.13,-0.15,-0.05,-0.01,-39.55,Normal
4.17,1.89,11.14,-0.10,-0.02,-0.03,-39.89,Normal
4.37,1.80,11.08,-0.11,-0.03,-0.02,-39.80,Normal
4.31,1.66,10.97,-0.10,-0.03,-0.02,-39.64,Normal
4.31,1.58,11.04,-0.16,-0.03,-0.01,-39.64,Normal
4.20,1.67,11.23,-0.10,-0.02,-0.02,-39.55,Normal
4.33,1.78,11.10,-0.12,-0.02,-0.02,-39.72,Normal
4.34,1.85,11.12,-0.14,-0.05,-0.04,-40.05,Normal
4.38,1.46,10.99,-0.10,-0.04,-0.02,-39.31,Normal
4.59,1.50,10.96,-0.11,-0.06,0.01,-39.64,Normal
4.41,1.76,11.09,-0.10,-0.05,0.02,-39.80,Normal
4.39,1.78,11.19,-0.09,-0.04,0.02,-39.97,Normal
4.41,1.82,11.31,-0.09,-0.05,0.02,-40.47,Normal
4.41,1.58,11.00,-0.16,-0.05,0.03,-40.05,Normal
4.46,1.89,11.08,-0.11,-0.03,0.00,-39.97,Normal
4.26,1.68,11.10,-0.16,-0.02,-0.02,-39.48,Normal
4.26,1.69,11.00,-0.14,-0.04,-0.02,-40.22,Normal
4.36,1.56,11.1-0.04,-0.01,-39.72,Normal
4.41,1.52,11.17,-0.11,-0.02,-0.02,-40.72,Normal
4.30,1.63,11.14,-0.14,-0.04,-0.02,-40.38,Normal
4.42,1.69,11.05,-0.12,-0.05,-0.01,-40.38,Normal
4.49,1.61,11.10,-0.12,-0.04,-0.01,-39.97,Normal
4.41,1.60,11.05,-0.12,-0.03,-0.02,-40.22,Normal
4.40,1.60,11.08,-0.12,-0.03,-0.02,-39.97,Normal
4.41,1.72,11.30,-0.11,-0.04,-0.02,-39.80,Normal
4.40,1.71,11.03,-0.12,-0.03,-0.02,-40.22,Normal
4.34,1.41,11.25,-0.11,-0.03,-0.01,-39.97,Normal
4.34,1.65,11.06,-0.20,-0.06,0.01,-40.05,Normal
4.34,1.72,11.10,-0.10,-0.01,-0.02,-39.39,Normal
4.41,1.74,10.93,-0.10,0.01,-0.01,-39.80,Normal
4.36,1.67,11.08,-0.12,0.02,-0.00,-39.80,Normal
4.34,1.58,11.25,-0.12,0.03,-0.00,-40.05,Normal
4.34,1.79,10.98,-0.10,0.03,0.01,-39.64,Normal
4.12,1.62,11.34,-0.13,0.00,0.01,-39.97,Normal
4.21,1.73,11.04,-0.22,-0.03,0.03,-39.80,Normal
4.29,1.75,11.03,-0.14,-0.08,-0.00,-39.55,Normal
