ax,ay,az,gx,gy,gz,Altitude,Activity
-3.65,-7.68,7.63,-0.45,0.16,0.09,-63.41,Normal
-3.71,-7.42,7.86,-0.40,0.22,0.07,-63.83,Normal
-3.79,-7.37,7.45,-0.42,0.34,0.11,-63.66,Normal
-4.07,-7.72,7.26,-0.47,0.37,0.17,-63.50,Normal
-4.13,-7.45,7.00,-0.48,0.38,0.24,-63.34,Normal
-4.31,-7.11,6.74,-0.52,0.41,0.25,-63.50,Normal
-4.67,-7.58,6.49,-0.56,0.44,0.29,-63.50,Normal
-5.12,-7.85,6.30,-0.60,0.51,0.29,-63.34,Normal
-5.56,-7.84,5.58,-0.50,0.46,0.22,-63.50,Normal
-5.55,-7.28,5.32,-0.49,0.37,0.22,-63.25,Normal
-5.97,-7.51,5.10,-0.55,0.24,0.22,-63.34,Normal
-6.01,-7.28,4.64,-0.67,0.16,0.15,-63.41,Normal
-5.61,-7.43,4.04,-0.66,0.17,0.16,-63.50,Normal
-5.53,-7.46,3.85,-0.66,0.27,0.25,-63.34,Normal
-5.58,-7.82,3.70,-0.59,0.26,0.24,-63.41,Normal
-6.28,-7.50,3.88,-0.59,0.26,0.21,-63.50,Normal
-6.10,-7.81,4.10,-0.53,0.19,0.18,-63.75,Normal
-6.91,-6.98,3.73,-0.73,0.22,0.22,-63.83,Normal
-6.81,-7.50,2.91,-0.69,0.04,0.19,-64.08,Normal
-7.05,-7.25,2.59,-0.70,-0.19,-0.01,-63.41,Normal
-6.46,-7.14,2.26,-0.74,-0.38,-0.13,-63.66,Normal
-6.11,-7.55,1.68,-0.42,-0.25,0.08,-63.09,Normal
-6.99,-7.40,2.49,-0.27,-0.31,0.19,-63.00,Normal
-7.30,-7.49,2.38,-0.17,-0.56,0.21,-63.41,Normal
-5.87,-6.20,1.68,-0.35,-0.68,0.24,-63.25,Normal
-5.32,-7.07,1.55,-0.44,-0.39,0.25,-63.75,Normal
-5.34,-5.85,0.70,-0.37,-0.00,0.40,-63.09,Normal
-5.87,-5.32,0.28,-0.65,0.38,0.45,-63.09,Normal
-7.78,-4.84,0.71,-0.75,0.62,0.50,-63.17,Normal
-9.39,-5.71,0.86,-0.71,0.56,0.45,-63.75,Normal
-9.98,-6.28,1.10,-0.67,0.50,0.30,-63.09,Normal
-9.80,-7.20,1.87,-0.44,0.01,-0.16,-64.00,Normal
-6.91,-6.34,1.68,-0.09,-0.17,-0.33,-63.34,Normal
-6.66,-6.98,2.21,-0.09,0.05,-0.32,-63.25,Normal
-6.44,-6.95,1.89,0.05,-0.03,-0.38,-63.83,Normal
-7.06,-6.84,2.24,-0.01,0.02,-0.27,-63.83,Normal
-6.10,-6.51,1.11,-0.12,0.03,-0.07,-63.66,Normal
-6.93,-6.81,1.07,-0.28,0.18,0.13,-63.00,Normal
-7.03,-6.94,1.06,-0.22,0.03,0.15,-63.25,Normal
-7.17,-6.38,1.20,-0.19,0.02,0.16,-63.75,Normal
-6.94,-6.34,0.96,-0.15,0.05,0.06,-63.58,Normal
-7.56,-6.70,0.74,-0.07,-0.02,-0.03,-63.09,Normal
-7.49,-6.86,0.56,0.09,-0.20,-0.04,-63.50,Normal
-7.24,-6.70,0.93,0.13,-0.31,-0.14,-63.00,Normal
-6.33,-6.77,1.05,0.21,-0.19,-0.07,-63.41,Normal
-6.78,-6.37,1.41,0.02,0.09,0.10,-63.58,Normal
-6.84,-6.49,1.34,0.02,0.09,0.17,-63.25,Normal
-7.14,-6.43,1.32,0.04,0.08,0.24,-63.41,Normal
-7.18,-5.92,1.25,-0.02,0.00,0.22,-63.66,Normal
-7.05,-6.01,1.38,-0.11,0.10,0.26,-63.66,Normal
-7.20,-6.00,0.90,-0.19,0.16,0.29,-63.41,Normal
-7.40,-5.85,0.80,-0.15,0.20,0.31,-63.17,Normal
-7.66,-5.70,0.76,-0.25,0.24,0.34,-63.34,Normal
-7.86,-6.04,0.64,-0.17,0.19,0.35,-63.25,Normal
-7.92,-5.51,0.52,-0.17,0.07,0.28,-63.75,Normal
-7.91,-5.90,0.58,-0.10,-0.06,0.18,-63.41,Normal
-8.06,-5.80,0.82,-0.05,-0.14,0.15,-63.25,Normal
-7.69,-5.13,0.51,-0.08,-0.31,0.11,-63.34,Normal
-7.33,-4.39,0.83,-0.14,-0.26,0.21,-63.25,Normal
-6.87,-3.62,0.95,-0.14,-0.14,0.34,-63.00,Normal
-8.35,-4.21,1.06,-0.41,0.07,0.44,-63.58,Normal
-8.21,-4.86,1.34,-0.41,0.27,0.58,-63.75,Normal
-8.63,-3.69,0.71,-0.25,0.30,0.53,-63.75,Normal
-8.23,-3.77,0.87,-0.37,0.50,0.57,-63.66,Normal
-7.62,-3.73,0.29,-0.36,0.76,0.69,-63.66,Normal
-7.75,-3.43,0.27,-0.49,1.15,0.81,-63.34,Normal
-7.49,-3.09,-0.98,-0.43,1.43,0.94,-63.50,Normal
-8.35,-2.67,-1.28,-0.39,1.58,1.14,-63.50,Normal
-6.65,-2.10,-1.35,-0.05,1.76,1.18,-63.75,Normal
-7.90,-1.45,-2.47,0.23,1.44,1.05,-63.58,Normal
-7.24,-1.05,-3.54,0.42,1.28,1.13,-63.75,Normal
-5.10,-1.84,-2.50,0.23,1.58,1.06,-63.41,Normal
-4.02,3.39,-5.95,0.30,0.48,0.53,-63.58,Normal
-3.10,0.09,-7.58,-1.80,3.65,0.44,-64.24,Normal
-4.32,1.98,-8.26,-1.17,3.05,0.81,-63.50,Normal
-6.17,-0.12,-7.69,0.20,2.32,-0.02,-63.58,Normal
-1.82,0.50,-8.82,-1.17,0.26,-0.09,-63.66,Normal
-1.54,-2.23,-7.43,-1.08,1.56,0.52,-63.83,Normal
-0.89,1.40,-7.73,-1.01,2.30,0.30,-63.66,Normal
1.64,0.96,-7.36,-1.33,2.42,0.08,-63.75,Normal
1.14,-1.28,-6.11,-0.35,2.42,0.27,-63.58,Normal
7.54,3.81,-7.18,1.15,1.73,0.13,-63.83,Normal
14.02,13.53,-44.69,0.73,-3.80,-2.21,-63.41,Normal
5.09,-3.13,-1.09,-4.37,4.37,1.69,-63.75,Normal
-2.37,8.52,-14.81,4.37,3.92,0.82,-63.91,Normal
8.56,7.07,-8.20,-1.45,3.89,0.43,-63.66,Normal
1.64,5.87,-3.54,-4.31,4.37,1.47,-63.58,Normal
11.35,3.62,1.70,-4.11,4.37,2.14,-63.66,Normal
7.59,1.03,-0.32,-3.37,4.37,1.25,-63.83,Normal
-5.88,1.68,2.16,-0.13,4.37,-0.79,-63.75,Normal
-2.07,-1.63,3.74,-0.96,1.58,0.57,-63.75,Normal
19.50,-1.47,18.29,-2.47,4.37,0.38,-63.91,Normal
-3.62,-0.36,11.74,1.03,-0.35,0.31,-63.50,Normal
-0.70,0.62,10.55,0.36,1.40,-1.05,-63.58,Normal
-3.92,-2.44,16.98,-0.66,0.54,-1.54,-63.83,Normal
-2.43,0.57,8.67,0.27,1.23,-0.99,-63.58,Normal
-4.55,-0.65,10.59,-0.43,-0.10,-0.91,-63.83,Normal
-4.85,-3.82,13.13,-0.22,-0.79,-0.42,-63.91,Normal
-1.21,-0.42,11.08,0.53,-0.97,0.23,-63.75,Normal
-1.24,2.07,12.79,0.22,-1.12,0.46,-63.41,Normal
4.08,1.00,12.37,0.45,-1.56,0.56,-63.50,Normal
6.02,5.43,12.29,-0.18,-0.54,0.66,-63.91,Normal
1.15,-0.09,12.15,-0.17,-0.56,0.67,-63.75,Normal
4.29,0.93,11.84,0.12,-0.69,0.97,-63.58,Normal
3.86,2.07,12.64,0.03,-0.32,0.65,-63.34,Normal
4.47,1.23,10.89,-0.16,0.04,0.08,-63.66,Normal
4.18,0.60,11.39,-0.15,0.11,-0.06,-63.83,Normal
2.76,1.47,11.71,0.01,0.15,-0.13,-63.91,Normal
2.35,1.45,12.02,-0.17,0.05,-0.22,-64.24,Normal
2.74,1.45,11.88,-0.17,0.04,-0.30,-64.08,Normal
2.76,0.83,11.72,-0.24,0.09,-0.32,-63.91,Normal
2.49,1.27,12.12,-0.18,0.16,-0.24,-63.83,Normal
1.77,0.69,12.11,-0.18,0.11,-0.12,-63.75,Normal
1.86,1.12,12.05,-0.09,-0.02,-0.02,-63.83,Normal
1.92,1.36,11.94,-0.08,-0.02,0.06,-63.58,Normal
1.98,1.30,11.88,-0.11,-0.06,0.08,-63.75,Normal
2.53,1.34,11.70,-0.11,-0.07,0.05,-64.16,Normal
2.54,1.46,11.92,-0.14,-0.07,0.03,-63.91,Normal
2.51,1.54,11.79,-0.14,-0.05,-0.01,-64.49,Normal
2.39,1.27,11.82,-0.15,-0.04,-0.03,-63.66,Normal
2.22,1.05,11.92,-0.12,0.00,-0.03,-63.83,Normal
2.24,1.22,11.94,-0.14,-0.04,-0.02,-63.41,Normal
2.44,1.11,11.99,-0.11,-0.04,-0.02,-64.16,Normal
2.35,1.30,11.94,-0.14,-0.04,-0.02,-63.91,Normal
2.45,1.13,11.83,-0.12,-0.04,-0.01,-64.00,Normal
2.32,1.32,11.86,-0.10,-0.04,-0.02,-63.58,Normal
2.28,1.35,11.88,-0.09,-0.02,-0.02,-63.83,Normal
2.38,1.18,11.77,-0.09,-0.01,-0.03,-63.75,Normal
2.12,1.27,11.88,-0.08,-0.01,-0.03,-64.33,Normal
2.38,1.34,11.88,-0.12,-0.03,-0.02,-63.75,Normal
2.49,1.36,11.88,-0.09,-0.04,-0.02,-64.24,Normal
2.32,1.35,11.97,-0.11,-0.05,-0.02,-64.33,Normal
2.36,1.13,11.80,-0.09,-0.03,-0.03,-64.24,Normal
2.34,1.34,11.83,-0.10,-0.03,-0.02,-64.00,Normal
2.34,1.36,11.93,-0.11,-0.03,-0.02,-64.24,Normal
2.40,1.28,11.96,-0.11,-0.03,-0.02,-64.08,Normal
2.37,1.30,11.96,-0.13,-0.04,-0.02,-64.24,Normal
2.28,1.32,11.92,-0.11,-0.04,-0.02,-64.08,Normal
2.34,1.42,11.91,-0.12,-0.05,-0.02,-64.33,Normal
2.35,1.32,11.83,-0.13,-0.04,-0.01,-64.16,Normal
2.31,1.45,11.96,-0.11,-0.05,-0.01,-63.83,Normal
2.29,1.25,11.91,-0.11,-0.02,-0.02,-64.16,Normal
2.36,1.17,11.81,-0.14,-0.02,-0.01,-64.24,Normal
2.29,1.45,11.74,-0.15,-0.04,-0.01,-64.16,Normal
2.35,1.24,11.86,-0.12,-0.03,-0.02,-64.41,Normal
2.41,1.40,11.96,-0.12,-0.04,-0.02,-63.91,Normal
2.32,1.51,12.03,-0.11,-0.04,-0.02,-63.83,Normal
2.27,1.36,11.88,-0.10,-0.04,-0.02,-63.50,Normal
2.27,1.30,11.71,-0.14,-0.03,-0.01,-63.75,Normal
2.30,1.34,11.96,-0.12,-0.04,-0.02,-63.83,Normal
2.49,1.36,11.99,-0.12,-0.06,-0.02,-63.83,Normal
2.37,1.58,11.93,-0.11,-0.05,-0.02,-64.24,Normal
2.35,1.30,11.86,-0.10,-0.04,-0.02,-63.75,Normal
2.20,1.30,11.82,-0.10,-0.04,-0.02,-64.00,Normal
2.30,1.38,11.74,-0.13,-0.03,-0.02,-64.00,Normal
2.43,1.36,11.97,-0.11,-0.05,-0.02,-63.91,Normal
2.34,1.26,11.96,-0.14,-0.05,-0.02,-63.83,Normal
2.27,1.55,11.91,-0.12,-0.05,-0.02,-64.16,Normal
2.35,1.40,11.89,-0.10,-0.03,-0.02,-63.75,Normal
2.27,1.35,11.84,-0.10,-0.04,-0.02,-63.83,Normal
2.38,1.22,11.75,-0.11,-0.03,-0.02,-63.58,Normal
2.38,1.32,11.95,-0.15,-0.05,-0.02,-64.00,Normal
2.38,1.43,11.82,-0.10,-0.04,-0.02,-64.00,Normal
2.27,1.27,11.87,-0.07,-0.03,-0.03,-63.58,Normal
1.98,1.63,11.88,-0.08,-0.05,-0.03,-64.08,Normal
2.26,1.42,11.75,-0.14,-0.02,-0.01,-64.08,Normal
2.60,1.25,11.72,-0.15,-0.03,-0.02,-64.08,Normal
2.49,1.56,11.85,-0.12,-0.05,-0.03,-63.91,Normal
2.23,1.53,12.10,-0.09,-0.06,-0.02,-64.08,Normal
2.08,1.48,11.91,-0.08,-0.06,-0.02,-63.66,Normal
2.48,1.36,11.81,-0.12,-0.03,-0.02,-64.16,Normal
2.44,1.60,11.99,-0.15,-0.04,-0.02,-64.24,Normal
2.20,1.46,11.89,-0.10,-0.03,-0.02,-64.00,Normal
2.29,1.27,11.76,-0.14,-0.03,-0.01,-64.16,Normal
2.34,1.48,11.84,-0.18,-0.04,-0.01,-64.08,Normal
2.51,1.41,11.99,-0.15,-0.03,-0.02,-63.50,Normal
2.08,1.24,11.93,-0.15,-0.04,-0.04,-64.16,Normal
2.14,1.49,11.99,-0.13,-0.05,-0.04,-63.83,Normal
2.38,1.31,11.76,-0.12,-0.08,-0.04,-63.83,Normal
2.26,1.45,11.88,-0.13,-0.08,-0.05,-63.83,Normal
2.57,1.44,11.85,-0.13,-0.08,-0.04,-63.75,Normal
2.43,1.59,11.89,-0.14,-0.06,-0.03,-63.66,Normal
2.29,1.41,12.10,-0.10,-0.06,-0.02,-63.83,Normal
2.25,1.37,11.85,-0.12,-0.10,-0.01,-63.66,Normal
2.55,1.37,11.78,-0.11,-0.09,-0.02,-64.00,Normal
2.40,1.42,11.87,-0.11,-0.07,-0.03,-63.83,Normal
2.47,1.57,11.93,-0.12,-0.06,-0.04,-64.00,Normal
2.58,1.39,11.72,-0.11,-0.06,-0.05,-64.08,Normal
2.49,1.57,11.83,-0.14,-0.07,-0.03,-63.66,Normal
2.59,1.30,11.76,-0.11,-0.07,-0.03,-63.75,Normal
2.58,1.55,11.70,-0.11,-0.05,-0.02,-63.75,Normal
2.63,1.53,11.85,-0.14,-0.06,-0.01,-64.24,Normal
2.60,1.56,11.84,-0.11,-0.03,-0.01,-63.91,Normal
2.11,1.46,12.10,-0.14,-0.05,-0.02,-63.58,Normal
2.69,1.47,11.66,-0.13,-0.02,-0.01,-63.83,Normal
2.69,1.35,11.47,-0.10,0.03,-0.02,-63.50,Normal
2.48,1.73,11.93,-0.01,0.10,-0.04,-63.83,Normal
2.56,1.72,11.91,-0.12,-0.05,-0.02,-63.91,Normal
2.24,1.47,12.01,-0.03,0.06,-0.04,-63.91,Normal
2.88,1.40,11.58,-0.12,-0.05,-0.02,-64.08,Normal
2.14,1.99,12.14,-0.12,0.03,-0.01,-63.58,Normal
2.98,1.40,11.40,-0.17,-0.12,-0.02,-63.75,Normal
2.44,1.57,11.92,-0.11,-0.04,-0.02,-63.75,Normal
2.53,1.51,11.99,-0.10,0.09,0.01,-64.33,Normal
2.37,1.64,11.62,-0.14,0.07,0.02,-63.83,Normal
2.32,1.54,11.54,-0.07,0.10,0.00,-64.16,Normal
2.31,1.52,11.83,-0.15,-0.06,-0.01,-64.33,Normal
2.00,1.38,12.77,-0.13,
