ax,ay,az,gx,gy,gz,Altitude,Activity
2.19,-24.43,-5.89,-0.06,0.13,-0.13,-22.87,Normal
0.69,-30.13,-9.30,0.71,0.31,-0.45,-23.04,Normal
2.94,-21.97,-6.64,1.47,0.84,-0.47,-22.46,Normal
0.03,-5.91,2.76,0.62,0.22,-0.15,-22.46,Normal
0.23,5.14,3.62,2.04,0.59,-0.23,-22.87,Normal
-0.05,3.98,-0.51,-1.32,-0.16,0.15,-22.04,Normal
0.13,-6.49,4.43,-0.75,-0.27,0.07,-22.29,Normal
-0.25,1.36,2.69,0.66,0.04,-0.10,-22.29,Normal
0.66,1.90,2.46,-0.02,-0.07,-0.11,-22.13,Normal
0.36,-1.11,2.48,-0.30,-0.12,-0.04,-22.54,Normal
0.04,0.28,2.40,-0.06,-0.06,0.01,-22.37,Normal
0.27,1.90,3.08,-0.57,-0.22,0.07,-22.46,Normal
0.87,-8.07,0.78,-2.39,-0.24,0.20,-22.96,Normal
4.30,-26.72,-4.43,-1.04,0.32,0.26,-23.04,Normal
0.95,-24.13,-6.71,-2.01,-0.12,0.27,-23.04,Normal
0.04,-17.04,-2.62,-0.84,-0.30,-0.00,-23.04,Normal
2.12,-14.60,-4.02,-0.60,-0.51,-0.07,-23.20,Normal
1.90,-11.47,-3.28,-0.25,-0.29,-0.25,-22.79,Normal
0.86,-9.14,-1.72,-0.11,-0.24,-0.20,-22.71,Normal
0.54,-7.59,-1.80,0.17,-0.08,-0.09,-23.20,Normal
1.22,-7.64,-1.32,0.06,0.01,-0.08,-23.20,Normal
0.64,-7.55,-0.50,0.03,0.20,-0.01,-23.20,Normal
0.94,-7.61,-0.71,0.13,0.26,0.06,-22.87,Normal
0.69,-9.35,-1.24,0.07,0.28,0.07,-22.87,Normal
0.80,-9.94,-0.76,0.09,0.11,0.02,-23.12,Normal
1.06,-9.30,-0.95,0.20,0.16,-0.02,-22.96,Normal
1.37,-8.56,-1.67,0.09,0.25,0.04,-23.04,Normal
1.21,-8.71,-0.68,-0.01,0.07,-0.03,-23.04,Normal
1.17,-9.33,-0.56,0.07,0.09,-0.01,-22.87,Normal
1.36,-8.98,-0.95,-0.00,0.06,-0.03,-23.20,Normal
1.36,-9.43,-0.59,-0.07,0.01,-0.02,-22.96,Normal
1.34,-9.61,-0.64,-0.07,0.01,-0.01,-22.87,Normal
1.64,-9.28,-0.83,-0.04,-0.06,-0.04,-22.87,Normal
1.61,-9.32,-0.88,-0.05,-0.06,-0.04,-22.62,Normal
1.96,-9.25,-0.78,-0.08,-0.14,-0.05,-22.87,Normal
2.03,-9.00,-0.95,-0.04,-0.08,-0.04,-22.96,Normal
1.78,-9.39,-0.92,-0.15,-0.15,-0.04,-22.87,Normal
1.57,-9.62,-0.64,-0.13,-0.29,-0.08,-22.71,Normal
0.98,-9.41,-0.98,-0.09,-0.31,-0.11,-22.96,Normal
0.28,-9.33,-0.74,-0.21,-0.35,-0.06,-22.79,Normal
-0.10,-9.49,-0.83,-0.16,-0.32,-0.01,-22.96,Normal
-0.19,-9.92,-0.42,-0.05,-0.22,0.03,-22.87,Normal
0.23,-9.60,-0.26,-0.10,-0.38,-0.01,-22.96,Normal
0.42,-9.40,-0.08,-0.01,-0.18,-0.00,-22.46,Normal
0.27,-8.80,-0.11,-0.13,-0.14,0.03,-22.71,Normal
0.22,-7.86,-0.01,-0.45,-0.22,0.10,-22.96,Normal
0.92,-7.69,0.00,-0.59,-0.34,0.09,-22.96,Normal
0.97,-6.23,0.17,-0.55,-0.43,0.02,-22.87,Normal
0.48,-5.29,0.63,-0.77,-0.50,0.07,-22.96,Normal
0.61,-6.22,0.10,-0.76,-0.49,0.17,-22.71,Normal
0.71,-7.67,-1.06,-0.66,-0.47,0.18,-23.04,Normal
0.67,-10.38,-2.99,-0.68,-0.42,0.18,-22.79,Normal
0.59,-13.44,-4.98,-0.41,-0.20,0.13,-22.79,Normal
1.03,-16.73,-7.44,0.05,-0.23,-0.15,-22.96,Normal
0.70,-23.26,-10.57,0.20,0.28,-0.26,-22.96,Normal
0.68,-27.48,-11.82,0.94,0.21,-0.61,-23.04,Normal
0.58,-20.59,-8.26,1.66,0.81,-0.53,-22.79,Normal
-0.38,-5.96,-1.70,2.15,-0.42,-0.67,-22.96,Normal
-0.08,4.57,4.80,1.83,0.49,-0.45,-22.37,Normal
-0.69,5.71,0.29,-0.76,-0.67,0.06,-22.71,Normal
1.70,-5.21,1.74,-1.17,0.06,0.00,-22.62,Normal
0.00,-0.10,5.30,0.68,0.30,-0.29,-22.54,Normal
-0.59,1.68,2.59,0.21,0.02,-0.15,-22.71,Normal
0.67,-0.05,1.91,-0.27,-0.22,-0.11,-22.62,Normal
-0.04,-0.47,2.48,-0.56,-0.04,-0.02,-22.46,Normal
-0.36,1.01,3.14,-0.41,-0.33,0.05,-22.21,Normal
0.51,-7.91,-1.76,-1.69,-0.49,0.16,-22.71,Normal
7.09,-31.24,-6.31,-2.19,-0.74,0.23,-22.96,Normal
0.36,-24.44,-6.40,-1.11,0.36,0.34,-23.12,Normal
2.94,-16.88,-4.12,-0.20,-0.12,0.08,-22.96,Normal
1.43,-14.52,2.21,0.29,0.09,-0.03,-23.12,Normal
1.92,-11.57,-2.82,0.17,-0.12,-0.11,-23.29,Normal
1.26,-11.66,-0.83,-0.10,0.03,-0.12,-22.79,Normal
0.49,-9.74,-0.80,0.37,0.18,-0.02,-22.96,Normal
1.00,-8.92,-0.29,0.12,0.03,0.04,-23.37,Normal
0.87,-8.27,0.34,0.17,0.06,0.03,-23.04,Normal
0.93,-5.95,0.67,0.25,0.11,0.05,-22.96,Normal
0.75,-5.54,0.26,0.00,0.06,0.04,-22.79,Normal
0.70,-7.75,0.07,-0.02,0.11,0.05,-22.79,Normal
1.50,-10.08,-0.53,-0.02,0.20,0.04,-22.96,Normal
1.36,-9.70,-0.41,-0.14,0.18,0.08,-23.29,Normal
1.34,-9.34,-0.23,-0.14,0.12,0.04,-23.12,Normal
1.43,-10.28,-0.62,0.23,0.33,0.03,-22.96,Normal
0.71,-10.04,-0.38,0.29,0.21,-0.03,-22.79,Normal
0.88,-9.47,0.38,0.28,0.11,-0.01,-22.96,Normal
1.01,-8.90,0.23,0.30,0.03,0.08,-22.54,Normal
2.15,-9.98,0.50,-0.23,-0.11,0.14,-22.79,Normal
1.04,-9.64,0.94,-0.06,0.06,0.10,-22.87,Normal
0.98,-10.06,0.62,-0.06,-0.05,0.06,-22.62,Normal
0.90,-9.82,0.58,-0.02,-0.04,-0.02,-22.79,Normal
0.98,-9.59,0.78,-0.10,-0.03,-0.05,-22.79,Normal
0.91,-9.66,0.56,0.02,-0.09,-0.06,-22.79,Normal
1.09,-9.54,0.34,-0.06,-0.11,-0.05,-22.96,Normal
1.79,-9.73,-0.43,-0.02,-0.14,-0.13,-22.54,Normal
1.60,-10.00,0.26,0.43,0.38,0.00,-22.79,Normal
1.52,-9.73,0.38,-0.41,-0.67,-0.10,-22.87,Normal
1.28,-9.90,0.76,-0.14,-0.25,-0.07,-22.71,Normal
1.30,-9.39,0.76,-0.30,-0.26,-0.08,-22.87,Normal
1.26,-9.08,0.63,-0.27,-0.17,-0.04,-23.04,Normal
0.49,-8.88,0.31,-0.52,-0.03,0.07,-23.04,Normal
-0.07,-10.29,0.66,-0.74,-0.46,0.03,-22.79,Normal
0.64,-10.02,0.32,-0.44,-0.16,0.11,-22.46,Normal
0.85,-8.04,0.31,-0.70,-0.12,0.12,-22.71,Normal
0.20,-7.23,0.28,-0.64,-0.02,0.18,-23.04,Normal
0.23,-5.26,1.05,-0.76,-0.09,0.24,-22.71,Normal
0.09,-4.56,0.79,-0.76,-0.05,0.27,-22.79,Normal
0.06,-5.65,0.30,-0.91,-0.17,0.30,-22.71,Normal
0.45,-8.70,-0.86,-0.73,-0.21,0.29,-22.79,Normal
0.56,-12.17,-2.98,-0.34,-0.05,0.22,-23.54,Normal
1.13,-16.69,-5.67,-0.09,0.01,-0.00,-22.71,Normal
0.84,-21.71,-8.59,0.03,0.16,-0.25,-23.45,Normal
0.42,-26.01,-9.87,0.34,0.45,-0.33,-23.20,Normal
0.48,-24.20,-10.20,1.17,0.19,-0.59,-22.62,Normal
1.34,-15.28,-3.91,1.09,0.47,-0.29,-22.87,Normal
1.19,-4.87,1.19,1.22,-0.15,-0.21,-22.62,Normal
0.23,8.84,4.09,2.71,0.58,-0.38,-22.62,Normal
-2.11,0.40,0.45,-1.69,-0.09,0.39,-22.21,Normal
2.64,-3.62,2.67,-0.34,-0.36,-0.03,-23.20,Normal
0.23,1.05,4.06,0.27,-0.20,-0.08,-22.87,Normal
0.04,0.97,2.33,-0.11,0.18,-0.03,-23.20,Normal
0.09,-0.57,2.06,-0.35,-0.10,0.06,-22.87,Normal
0.14,-0.08,2.38,-0.38,-0.16,0.17,-22.04,Normal
-0.05,0.45,2.37,-0.36,-0.26,0.10,-22.62,Normal
-0.35,-11.29,-3.28,-1.95,-0.35,-0.15,-22.54,Normal
5.69,-27.83,-5.22,-2.37,-1.17,0.31,-22.96,Normal
0.13,-24.38,-3.82,-0.01,0.31,0.38,-22.87,Normal
2.28,-16.63,-3.30,0.02,0.59,-0.10,-23.45,Normal
-0.17,-16.64,-2.87,0.09,0.09,-0.18,-22.79,Normal
1.57,-13.47,-1.56,0.08,0.39,-0.02,-23.12,Normal
1.18,-10.43,-0.50,0.32,0.34,-0.10,-22.96,Normal
0.64,-7.35,-0.08,0.28,0.41,-0.01,-22.96,Normal
0.35,-4.99,0.67,0.21,0.39,0.02,-23.04,Normal
0.27,-4.27,0.91,0.16,0.18,-0.08,-23.12,Normal
0.14,-5.65,0.85,-0.07,-0.00,-0.08,-23.20,Normal
0.83,-10.86,-0.22,-0.22,-0.19,-0.07,-23.20,Normal
1.84,-10.00,-0.28,-0.13,-0.13,-0.01,-23.20,Normal
1.66,-8.62,0.67,-0.08,0.11,-0.07,-22.54,Normal
1.21,-9.57,-0.19,-0.09,-0.05,-0.03,-22.96,Normal
1.33,-10.38,0.08,-0.07,0.02,0.03,-22.54,Normal
1.29,-9.40,0.24,-0.02,0.17,0.07,-22.87,Normal
1.21,-9.60,0.19,-0.03,-0.05,-0.00,-22.62,Normal
1.10,-9.94,0.27,-0.05,-0.11,-0.02,-22.46,Normal
1.25,-9.62,-0.05,-0.04,-0.08,-0.01,-22.79,Normal
1.40,-9.73,0.37,-0.08,-0.10,0.01,-22.79,Normal
1.37,-9.74,0.35,-0.07,-0.13,0.02,-22.71,Normal
1.57,-9.72,0.21,0.00,-0.08,-0.00,-22.79,Normal
1.62,-9.55,0.35,-0.07,-0.10,-0.01,-23.04,Normal
1.68,-9.69,0.27,-0.11,-0.06,-0.05,-22.71,Normal
1.07,-9.97,0.50,-0.22,-0.19,-0.07,-22.96,Normal
0.52,-9.00,0.57,-0.28,-0.11,-0.01,-23.04,Normal
-0.43,-7.84,0.59,-0.46,-0.11,0.09,-22.46,Normal
-1.03,-9.71,0.57,-0.60,-0.29,0.20,-23.04,Normal
1.11,-7.94,0.53,-0.52,-0.24,0.29,-23.12,Normal
0.93,-4.97,0.67,-0.62,0.08,0.19,-22.71,Normal
-0.04,-5.49,0.67,-0.79,-0.25,0.18,-23.20,Normal
0.13,-6.63,0.09,-0.79,-0.29,0.22,-23.20,Normal
0.20,-8.08,-0.32,-0.77,-0.24,0.23,-22.79,Normal
0.66,-10.44,-1.02,-0.48,-0.13,0.17,-22.62,Normal
0.45,-13.50,-2.83,-0.20,0.05,0.07,-23.37,Normal
0.74,-16.20,-4.69,-0.03,-0.02,-0.05,-23.54,Normal
0.53,-20.54,-6.57,0.08,0.01,-0.21,-23.29,Normal
0.91,-23.18,-6.57,0.79,0.53,-0.29,-23.20,Normal
-0.63,-23.46,-8.08,0.94,0.03,-0.44,-23.12,Normal
2.21,-16.07,-3.85,1.16,0.68,-0.18,-22.96,Normal
-0.14,-4.36,0.98,1.15,-0.42,-0.40,-22.54,Normal
-0.30,5.97,5.41,2.30,0.34,-0.08,-22.21,Normal
-0.45,1.92,0.54,-0.93,0.31,0.27,-22.29,Normal
1.40,-2.26,2.41,-0.45,0.28,-0.11,-22.79,Normal
-0.94,0.23,3.77,-0.01,-0.10,-0.02,-22.71,Normal
0.46,0.64,2.41,0.17,-0.17,0.01,-22.54,Normal
0.25,0.08,1.99,-0.23,-0.06,0.07,-22.54,Normal
0.23,-0.25,2.39,-0.30,-0.14,0.13,-22.29,Normal
-0.13,-3.62,0.27,-1.17,-0.04,0.22,-22.96,Normal
-0.86,-27.37,-3.52,-1.76,-2.66,-0.27,-22.79,Normal
1.85,-17.94,-2.88,-0.28,1.65,0.70,-23.12,Normal
0.32,-17.91,-2.53,-0.55,-0.44,0.21,-22.79,Normal
-0.51,-17.69,-3.44,-0.18,0.04,0.07,-22.87,Normal
0.49,-16.67,-2.83,-0.16,-0.11,-0.08,-23.29,Normal
0.72,-13.51,-1.41,0.20,0.24,-0.17,-22.71,Normal
0.29,-10.75,-0.40,0.32,0.09,-0.22,-23.04,Normal
0.20,-7.33,0.65,0.42,0.12,-0.17,-23.04,Normal
0.17,-4.34,1.18,0.50,0.12,-0.16,-23.04,Normal
-0.26,-3.48,1.59,0.26,-0.02,-0.17,-23.12,Normal
-0.08,-6.20,1.08,-0.07,-0.40,-0.15,-22.71,Normal
1.11,-10.13,0.37,-0.25,-0.73,-0.25,-22.87,Normal
1.93,-10.03,0.29,-0.17,0.09,-0.04,-22.71,Normal
1.06,-10.22,1.10,0.03,0.05,-0.12,-22.87,Normal
1.36,-9.90,1.08,0.04,-0.18,-0.14,-22.46,Normal
1.55,-9.57,0.93,-0.03,-0.21,-0.12,-22.29,Normal
1.83,-9.78,1.02,-0.03,-0.12,-0.08,-22.29,Normal
1.99,-9.72,0.73,-0.05,0.05,-0.07,-22.37,Normal
1.89,-9.59,0.88,-0.06,0.07,-0.09,-22.71,Normal
1.59,-9.68,0.71,-0.16,-0.03,-0.08,-22.62,Normal
1.26,-10.10,1.00,-0.20,-0.34,-0.13,-22.62,Normal
0.80,-9.74,0.65,-0.11,-0.29,-0.14,-22.71,Normal
0.05,-10.07,1.00,-0.17,-0.26,-0.06,-22.87,Normal
0.46,-10.10,0.60,-0.14,-0.28,0.01,-23.12,Normal
0.35,-9.84,0.56,-0.23,-0.23,0.01,-22.54,Normal
0.23,-10.18,0.91,-0.12,-0.23,-0.00,-22.87,Normal
0.29,-9.93,1.13,0.07,0.04,0.03,-22.87,Normal
-0.40,-9.53,1.14,0.03,0.06,0.05,-22.87,Normal
-0.08,-10.05,0.85,-0.08,-0.00,0.04,-23.12,Normal
0.61,-10.08,0.79,-0.28,-0.12,0.02,-22.96,Normal
2.07,-9.29,0.57,-0.19,0.09,-0.03,-22.87,Normal
2.13,-9.34,0.52,-0.05,0.36,0.02,-22.46,Normal
2.83,-9.19,0.11,-0.26,0.17,-0.04,-22.13,Normal
1.85,-9.20,0.35,-0.49,0.19,0.03,-23.20,Normal
1.74,-8.70,0.61,-0.50,0.13,0.13,-23.20,Normal
1.51,-7.55,0.95,-0.56,-0.07,0.15,-23.20,Normal
1.34,-5.22,1.24,-0.65,-0.10,0.17,-23.37,Normal
0.69,-4.06,0.90,-0.96,-0.18,0.27,-23.37,Normal
0.62,-5.29,0.68,-1.51,-0.29,0.47,-23.29,Normal
0.29,-6.53,-0.35,-1.28,-0.05,0.68,-22.96,Normal
-0.48,-8.60,-0.70,-1.19,-0.42,0.68,-23.29,Normal
-0.08,-10.33,-2.56,-0.71,-0.10,0.64,-23.04,Normal
-0.95,-13.14,-5.14,-0.17,0.16,0.52,-22.96,Normal
-2.86,-18.21,-8.90,-0.12,-0.04,0.20,-23.12,Normal
-2.17,-23.46,-11.66,0.34,0.53,-0.04,-22.79,Normal
-0.51,-25.72,-11.59,0.49,0.48,-0.72,-22.96,Normal
-0.59,-22.48,-9.62,1.38,0.39,-1.03,-22.71,Normal
-3.78,-19.10,-7.22,0.68,0.09,0.25,-22.46,Normal
0.56,-2.22,-2.66,3.07,-0.60,-0.04,-22.62,Normal
6.41,18.13,7.35,3.52,-0.00,-0.96,-22.62,Normal
-4.21,-5.79,1.03,-3.13,0.46,-0.28,-22.46,Normal
5.63,-1.65,5.68,1.49,0.67,-0.18,-22.04,Normal
-3.51,4.56,-0.49,0.32,0.20,-0.38,-22.62,Normal
1.56,-2.75,2.45,-1.33,-0.04,-0.11,-22.62,Normal
-0.04,-0.15,2.91,-0.02,0.13,-0.15,-22.62,Normal
-0.12,0.39,1.90,-0.25,0.05,0.04,-22.29,Normal
0.41,-1.14,2.09,-0.17,-0.14,-0.03,-22.46,Normal
0.02,0.45,2.60,0.04,-0.16,-0.05,-22.13,Normal
0.14,0.75,2.94,-0.52,-0.45,-0.12,-22.79,Normal
1.81,-30.54,-5.37,-3.21,-1.59,-0.25,-22.54,Normal
6.31,-25.89,-8.22,-0.51,1.17,0.67,-23.20,Normal
0.27,-19.53,-6.87,-0.43,-0.53,0.27,-23.20,Normal
1.96,-18.55,-4.88,-0.16,-0.12,0.08,-22.87,Normal
0.86,-16.42,-4.41,0.02,-0.23,0.02,-23.04,Normal
2.05,-14.02,-1.76,0.30,0.07,-0.03,-22.87,Normal
0.17,-10.40,-1.16,0.49,0.16,0.00,-22.87,Normal
0.10,-7.78,0.13,0.51,0.23,0.12,-22.71,Normal
0.04,-4.30,1.02,0.57,0.17,0.05,-22.54,Normal
0.06,-3.07,1.56,0.40,0.02,-0.10,-22.29,Normal
-0.28,-4.29,1.19,0.14,0.01,-0.10,-22.79,Normal
0.03,-8.41,0.30,-0.06,-0.20,-0.08,-22.96,Normal
0.98,-15.11,-0.97,-0.30,-0.54,0.07,-23.04,Normal
1.77,-9.04,-0.42,-0.09,0.43,0.18,-23.12,Normal
-0.24,-9.40,1.69,0.29,0.10,-0.19,-22.54,Normal
1.15,-10.01,0.61,0.06,-0.27,-0.07,-23.04,Normal
0.99,-9.96,0.55,-0.05,0.04,0.01,-23.04,Normal
0.92,-9.34,0.62,-0.10,0.19,-0.01,-22.87,Normal
0.91,-9.82,0.46,-0.12,0.09,-0.08,-22.62,Normal
0.79,-10.00,0.77,-0.13,0.09,-0.02,-23.20,Normal
0.83,-9.59,0.57,-0.06,0.10,-0.03,-22.79,Normal
0.54,-9.86,0.59,-0.11,0.01,-0.05,-23.12,Normal
0.77,-10.05,0.69,-0.04,-0.00,-0.06,-22.71,Normal
0.75,-9.71,0.70,-0.03,-0.05,-0.09,-22.46,Normal
0.73,-9.74,0.91,-0.08,-0.08,-0.09,-23.20,Normal
0.88,-9.88,0.82,-0.07,-0.09,-0.10,-22.71,Normal
1.13,-10.21,1.20,-0.05,-0.12,-0.09,-22.87,Normal
1.07,-9.52,0.98,-0.01,-0.06,-0.12,-23.04,Normal
1.11,-9.79,1.10,-0.13,-0.10,-0.09,-22.87,Normal
1.13,-10.07,0.95,-0.07,-0.03,-0.05,-23.20,Normal
1.09,-9.75,1.07,-0.06,-0.02,-0.05,-23.37,Normal
1.09,-9.90,1.20,-0.09,-0.06,-0.05,-23.12,Normal
1.05,-9.80,1.00,-0.07,-0.07,-0.05,-22.71,Normal
1.12,-9.88,1.09,-0.07,-0.06,-0.05,-22.79,Normal
1.24,-9.78,1.14,-0.11,-0.04,-0.04,-22.87,Normal
1.15,-9.83,1.11,-0.16,-0.08,-0.03,-22.37,Normal
1.14,-9.84,0.93,-0.09,-0.08,-0.02,-23.12,Normal
1.11,-9.96,1.08,-0.14,-0.08,-0.01,-22.96,Normal
1.11,-9.88,1.00,-0.12,-0.08,-0.01,-22.96,Normal
1.09,-9.68,1.06,-0.15,-0.10,0.01,-22.71,Normal
1.11,-9.85,1.03,-0.13,-0.07,0.01,-22.54,Normal
1.10,-9.70,0.86,-0.19,-0.10,0.01,-22.87,Normal
1.05,-9.62,1.00,-0.19,-0.09,0.02,-22.87,Normal
0.94,-9.07,1.18,-0.30,-0.11,0.07,-22.54,Normal
0.89,-8.41,1.34,-0.47,-0.10,0.14,-22.62,Normal
0.79,-7.04,1.06,-0.49,-0.01,0.19,-22.79,Normal
0.88,-5.24,1.31,-0.71,-0.02,0.22,-22.87,Normal
0.18,-5.41,0.790.46,-6.49,0.63,-1.05,-0.25,0.36,-22.79,Normal
0.10,-7.43,0.15,-1.10,-0.11,0.47,-22.71,Normal
0.01,-8.63,-0.40,-1.02,-0.38,0.46,-22.54,Normal
-0.17,-8.02,-0.94,-0.91,-0.40,0.42,-22.87,Normal
-0.27,-9.84,-2.21,-0.93,-0.35,0.41,-22.79,Normal
-1.00,-12.36,-4.84,-0.64,-0.05,0.41,-22.87,Normal
-1.70,-15.78,-5.93,-0.28,-0.24,0.31,-22.71,Normal
-3.63,-17.65,-8.95,-0.06,-0.06,0.05,-23.20,Normal
-3.30,-20.94,-10.37,0.40,0.35,-0.13,-23.45,Normal
-2.41,-20.47,-8.05,0.89,0.28,-0.51,-22.71,Normal
-0.91,-20.47,-8.46,1.47,0.48,-0.89,-22.54,Normal
-0.89,-18.11,-8.10,1.81,0.92,-0.89,-22.71,Normal
2.43,-8.96,-5.72,2.10,0.92,0.03,-22.46,Normal
-1.04,-1.06,5.00,2.30,-0.55,0.20,-22.71,Normal
0.93,12.42,3.81,0.62,0.82,-0.77,-22.62,Normal
-0.90,-7.69,4.11,-1.03,-0.43,-0.32,-22.13,Normal
-0.62,2.72,2.68,1.05,0.40,-0.52,-22.87,Normal
-0.95,-1.28,3.39,-0.65,0.15,-0.44,-22.62,Normal
0.57,-0.18,1.49,0.02,-0.12,-0.41,-22.37,Normal
0.50,-1.08,3.22,-0.13,-0.09,-0.36,-22.79,Normal
-0.01,0.88,2.11,0.06,-0.13,-0.30,-22.13,Normal
0.38,-0.34,2.98,-0.01,-0.25,-0.21,-22.46,Normal
0.32,1.04,3.03,-0.32,-0.43,-0.09,-22.71,Normal
4.84,-40.50,-9.10,-2.76,-2.68,-0.52,-22.96,Normal
7.13,-22.79,-3.98,-1.51,1.19,0.46,-22.87,Normal
3.10,-25.07,-1.12,-0.60,-0.21,0.33,-23.12,Normal
1.67,-17.66,-1.96,-0.14,0.27,0.01,-22.96,Normal
2.47,-15.81,-0.64,0.33,0.07,-0.07,-22.96,Normal
2.13,-11.64,0.67,0.35,0.13,-0.02,-22.54,Normal
1.85,-8.78,1.25,0.59,0.20,0.06,-22.87,Normal
0.71,-6.09,1.86,0.47,0.13,0.07,-22.54,Normal
0.51,-4.61,1.96,0.30,0.06,0.06,-22.71,Normal
0.28,-4.96,2.07,-0.02,-0.01,0.14,-22.46,Normal
0.50,-8.01,1.25,-0.22,-0.14,0.20,-22.54,Normal
1.36,-10.10,0.78,-0.35,-0.11,0.16,-22.62,Normal
1.35,-10.19,1.42,-0.53,-0.03,0.14,-22.79,Normal
1.89,-10.91,1.34,-0.25,-0.03,0.09,-22.87,Normal
1.81,-9.50,1.24,-0.15,0.07,0.05,-22.62,Normal
1.47,-9.59,1.74,-0.28,-0.13,-0.02,-23.04,Normal
1.85,-9.53,0.25,-0.30,0.03,0.01,-22.71,Normal
1.69,-9.92,0.60,-0.26,-0.01,-0.04,-22.87,Normal
1.60,-9.85,0.58,-0.28,-0.20,-0.10,-22.46,Normal
1.08,-9.27,0.45,-0.34,-0.34,-0.13,-22.71,Normal
0.67,-9.62,0.60,-0.31,-0.30,-0.11,-23.20,Normal
-0.04,-10.06,0.37,-0.31,-0.49,-0.10,-22.87,Normal
0.52,-10.25,0.43,-0.22,-0.40,-0.01,-23.45,Normal
0.71,-10.15,0.36,-0.10,-0.29,0.01,-23.12,Normal
0.34,-10.18,0.83,-0.01,-0.29,-0.03,-22.87,Normal
0.58,-9.50,0.47,0.10,-0.06,-0.00,-22.71,Normal
0.74,-9.96,0.35,0.06,0.02,0.02,-22.96,Normal
0.80,-9.99,0.62,-0.10,-0.07,0.01,-22.79,Normal
0.79,-9.32,0.61,-0.09,-0.01,-0.01,-22.79,Normal
0.77,-9.35,0.57,-0.18,-0.04,0.01,-22.46,Normal
0.96,-9.96,0.50,-0.20,-0.00,0.03,-22.46,Normal
1.18,-9.85,0.35,-0.13,0.09,0.02,-23.29,Normal
